data_classification,participant_id,question,expected_online,information_found_online,correct_answer_found
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0050,wedding_location,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0050,street_grew_up_on,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0050,first_car_model,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0050,favorite_sports_team,True,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0050,favorite_food,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0051,current_employer,True,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0051,high_school,True,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0051,birth_city,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0051,mothers_maiden_name,False,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0051,first_pet_name,False,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0051,wedding_location,False,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0051,street_grew_up_on,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0051,first_car_model,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0051,favorite_sports_team,True,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0051,favorite_food,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0052,current_employer,True,True,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0052,high_school,True,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0052,birth_city,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0052,mothers_maiden_name,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0052,first_pet_name,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0052,wedding_location,True,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0052,street_grew_up_on,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0052,first_car_model,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0052,favorite_sports_team,False,True,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0052,favorite_food,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0053,current_employer,False,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0053,high_school,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0053,birth_city,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0053,mothers_maiden_name,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0053,first_pet_name,False,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0053,wedding_location,True,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0053,street_grew_up_on,False,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0053,first_car_model,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0053,favorite_sports_team,True,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0053,favorite_food,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0054,current_employer,True,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0054,high_school,True,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0054,birth_city,True,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0054,mothers_maiden_name,True,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0054,first_pet_name,False,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0054,wedding_location,False,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0054,street_grew_up_on,False,True,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0054,first_car_model,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0054,favorite_sports_team,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0054,favorite_food,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0055,current_employer,True,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0055,high_school,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0055,birth_city,False,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0055,mothers_maiden_name,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0055,first_pet_name,False,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0055,wedding_location,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0055,street_grew_up_on,False,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0055,first_car_model,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0055,favorite_sports_team,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0055,favorite_food,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0056,current_employer,True,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0056,high_school,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0056,birth_city,True,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0056,mothers_maiden_name,False,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0056,first_pet_name,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0056,wedding_location,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0056,street_grew_up_on,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0056,first_car_model,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0056,favorite_sports_team,False,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0056,favorite_food,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0057,current_employer,False,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0057,high_school,True,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0057,birth_city,True,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0057,mothers_maiden_name,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0057,first_pet_name,False,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0057,wedding_location,True,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0057,street_grew_up_on,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0057,first_car_model,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0057,favorite_sports_team,False,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0057,favorite_food,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0058,current_employer,True,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0058,high_school,False,True,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0058,birth_city,True,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0058,mothers_maiden_name,False,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0058,first_pet_name,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0058,wedding_location,False,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0058,street_grew_up_on,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0058,first_car_model,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0058,favorite_sports_team,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0058,favorite_food,True,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0059,current_employer,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0059,high_school,True,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0059,birth_city,False,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0059,mothers_maiden_name,False,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0059,first_pet_name,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0059,wedding_location,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0059,street_grew_up_on,True,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0059,first_car_model,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0059,favorite_sports_team,False,True,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0059,favorite_food,False,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0060,current_employer,False,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0060,high_school,True,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0060,birth_city,True,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0060,mothers_maiden_name,False,True,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0060,first_pet_name,True,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0060,wedding_location,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0060,street_grew_up_on,False,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0060,first_car_model,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0060,favorite_sports_team,True,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0060,favorite_food,False,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0061,current_employer,True,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0061,high_school,False,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0061,birth_city,False,True,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0061,mothers_maiden_name,False,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0061,first_pet_name,False,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0061,wedding_location,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0061,street_grew_up_on,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0061,first_car_model,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0061,favorite_sports_team,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0061,favorite_food,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0062,current_employer,False,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0062,high_school,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0062,birth_city,False,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0062,mothers_maiden_name,True,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0062,first_pet_name,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0062,wedding_location,False,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0062,street_grew_up_on,False,True,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0062,first_car_model,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0062,favorite_sports_team,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0062,favorite_food,True,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0063,current_employer,True,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0063,high_school,False,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0063,birth_city,True,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0063,mothers_maiden_name,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0063,first_pet_name,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0063,wedding_location,False,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0063,street_grew_up_on,True,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0063,first_car_model,False,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0063,favorite_sports_team,True,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0063,favorite_food,True,True,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0064,current_employer,True,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0064,high_school,False,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0064,birth_city,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0064,mothers_maiden_name,False,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0064,first_pet_name,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0064,wedding_location,True,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0064,street_grew_up_on,True,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0064,first_car_model,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0064,favorite_sports_team,True,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0064,favorite_food,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0065,current_employer,False,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0065,high_school,True,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0065,birth_city,True,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0065,mothers_maiden_name,False,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0065,first_pet_name,False,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0065,wedding_location,True,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0065,street_grew_up_on,True,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0065,first_car_model,False,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0065,favorite_sports_team,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0065,favorite_food,True,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0066,current_employer,False,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0066,high_school,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0066,birth_city,True,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0066,mothers_maiden_name,False,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0066,first_pet_name,True,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0066,wedding_location,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0066,street_grew_up_on,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0066,first_car_model,True,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0066,favorite_sports_team,False,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0066,favorite_food,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0067,current_employer,True,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0067,high_school,False,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0067,birth_city,True,True,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0067,mothers_maiden_name,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0067,first_pet_name,False,True,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0067,wedding_location,False,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0067,street_grew_up_on,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0067,first_car_model,True,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0067,favorite_sports_team,False,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0067,favorite_food,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0068,current_employer,True,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0068,high_school,True,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0068,birth_city,True,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0068,mothers_maiden_name,True,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0068,first_pet_name,False,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0068,wedding_location,True,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0068,street_grew_up_on,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0068,first_car_model,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0068,favorite_sports_team,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0068,favorite_food,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0069,current_employer,False,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0069,high_school,True,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0069,birth_city,True,True,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0069,mothers_maiden_name,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0069,first_pet_name,False,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0069,wedding_location,True,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0069,street_grew_up_on,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0069,first_car_model,False,True,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0069,favorite_sports_team,False,True,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0069,favorite_food,False,True,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0070,current_employer,True,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0070,high_school,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0070,birth_city,False,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0070,mothers_maiden_name,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0070,first_pet_name,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0070,wedding_location,False,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0070,street_grew_up_on,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0070,first_car_model,False,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0070,favorite_sports_team,False,True,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0070,favorite_food,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0071,current_employer,False,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0071,high_school,False,True,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0071,birth_city,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0071,mothers_maiden_name,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0071,first_pet_name,False,True,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0071,wedding_location,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0071,street_grew_up_on,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0071,first_car_model,False,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0071,favorite_sports_team,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0071,favorite_food,True,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0072,current_employer,False,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0072,high_school,True,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0072,birth_city,True,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0072,mothers_maiden_name,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0072,first_pet_name,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0072,wedding_location,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0072,street_grew_up_on,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0072,first_car_model,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0072,favorite_sports_team,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0072,favorite_food,True,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0073,current_employer,False,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0073,high_school,False,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0073,birth_city,True,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0073,mothers_maiden_name,True,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0073,first_pet_name,False,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0073,wedding_location,False,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0073,street_grew_up_on,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0073,first_car_model,True,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0073,favorite_sports_team,True,True,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0073,favorite_food,True,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0074,current_employer,True,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0074,high_school,True,True,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0074,birth_city,True,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0074,mothers_maiden_name,True,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0074,first_pet_name,False,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0074,wedding_location,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0074,street_grew_up_on,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0074,first_car_model,False,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0074,favorite_sports_team,True,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0074,favorite_food,True,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0075,current_employer,False,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0075,high_school,False,True,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0075,birth_city,True,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0075,mothers_maiden_name,False,True,True
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0075,first_pet_name,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0075,wedding_location,True,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0075,street_grew_up_on,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0075,first_car_model,False,True,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0075,favorite_sports_team,False,False,False
SYNTHETIC DATA - NO REAL PEOPLE OR RECOVERY ANSWERS,F0075,favorite_food,False,False,False
